Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Size_Varies,Size_in_Mb,Size_in_Kb,Events,Word,Weather,Finance,Music & Video,Personalization,Simulation,Libraries & Demo,Medical,Art & Design,Dating,Lifestyle,Adventure,House & Home,Board,Casino,Entertainment,Communication,Role Playing,Business,Parenting,Health & Fitness,Arcade,Pretend Play,Comics,Music,Racing,Photography,Card,Travel & Local,News & Magazines,Action,Casual,Maps & Navigation,Brain Games,Puzzle,Food & Drink,Education,Auto & Vehicles,Creativity,Tools,Sports,Video Players & Editors,Educational,Action & Adventure,Productivity,Social,Strategy,Shopping,Trivia,Music & Audio,Books & Reference,Beauty,Last Updated Year
ART_AND_DESIGN,4.6,4326,21.0,"100,000+",Free,0.0,Everyone,['Art & Design'],"June 26, 2018",1.0.4,4.0 and up,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ART_AND_DESIGN,4.4,1518,37.0,"100,000+",Free,0.0,Everyone,['Art & Design'],"August 3, 2018",1.2.3,2.0 and up,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ART_AND_DESIGN,4.7,3632,5.5,"500,000+",Free,0.0,Everyone,['Art & Design'],"July 31, 2018",3.1,4.0 and up,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ART_AND_DESIGN,4.5,27,17.0,"10,000+",Free,0.0,Everyone,['Art & Design'],"November 7, 2017",1.0,2.0 and up,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
ART_AND_DESIGN,4.3,194216,39.0,"5,000,000+",Free,0.0,Everyone,['Art & Design'],"August 3, 2018",2.2.5,4.0 and up,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ART_AND_DESIGN,4.6,224399,31.0,"10,000,000+",Free,0.0,Everyone,['Art & Design'],"July 30, 2018",5.5.4,4.0 and up,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ART_AND_DESIGN,4.0,450,14.0,"100,000+",Free,0.0,Everyone,['Art & Design'],"April 20, 2018",4.0,4.0 and up,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ART_AND_DESIGN,4.1,654,12.0,"100,000+",Free,0.0,Everyone,['Art & Design'],"March 20, 2018",1.1,4.0 and up,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ART_AND_DESIGN,4.7,7699,4.2,"500,000+",Free,0.0,Everyone 10+,['Art & Design'],"July 12, 2018",2.2.6.2,4.0 and up,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ART_AND_DESIGN,4.7,118,23.0,"50,000+",Free,0.0,Everyone,['Art & Design'],"July 7, 2018",1.1.3,4.0 and up,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ART_AND_DESIGN,4.8,192,6.0,"10,000+",Free,0.0,Everyone,['Art & Design'],"April 25, 2018",1.5,3.0 and up,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ART_AND_DESIGN,4.7,20260,25.0,"500,000+",Free,0.0,Everyone,"['Art & Design', 'Creativity']","October 11, 2017",1.0.8,4.0 and up,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
ART_AND_DESIGN,4.1,203,6.1,"100,000+",Free,0.0,Everyone,['Art & Design'],"March 21, 2018",1.03,4.0 and up,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ART_AND_DESIGN,3.9,136,4.6,"10,000+",Free,0.0,Everyone,['Art & Design'],"July 12, 2018",6.0,2.0 and up,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ART_AND_DESIGN,4.1,223,4.2,"100,000+",Free,0.0,Everyone,['Art & Design'],"August 22, 2017",1.0,2.0 and up,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
ART_AND_DESIGN,4.2,1120,9.2,"100,000+",Free,0.0,Everyone,['Art & Design'],"July 12, 2018",6.7.12.2018,4.0 and up,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ART_AND_DESIGN,4.1,227,5.2,"50,000+",Free,0.0,Everyone,['Art & Design'],"May 31, 2018",1.2,2.0 and up,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ART_AND_DESIGN,4.5,5035,11.0,"100,000+",Free,0.0,Everyone,['Art & Design'],"July 19, 2018",2.20,4.0 and up,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ART_AND_DESIGN,4.2,1015,11.0,"100,000+",Free,0.0,Everyone,['Art & Design'],"January 6, 2018",1.1.0,4.0 and up,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ART_AND_DESIGN,4.7,353,4.2,"10,000+",Free,0.0,Teen,['Art & Design'],"April 27, 2018",1.6,4.0 and up,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ART_AND_DESIGN,3.8,564,9.2,"100,000+",Free,0.0,Everyone,['Art & Design'],"July 11, 2018",2.1,4.0 and up,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ART_AND_DESIGN,4.7,8145,24.0,"500,000+",Free,0.0,Everyone,"['Art & Design', 'Creativity']","August 2, 2018",1.0.9,4.0 and up,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ART_AND_DESIGN,4.1,36639,-1.0,"5,000,000+",Free,0.0,Everyone,['Art & Design'],"July 14, 2018",Varies with device,2.0 and up,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ART_AND_DESIGN,4.7,158,11.0,"10,000+",Free,0.0,Everyone,['Art & Design'],"November 29, 2017",1.3,4.0 and up,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
ART_AND_DESIGN,4.0,591,9.4,"500,000+",Free,0.0,Everyone,['Art & Design'],"March 31, 2018",1,4.0 and up,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ART_AND_DESIGN,4.2,117,15.0,"10,000+",Free,0.0,Everyone,['Art & Design'],"July 20, 2018",2.0.1,4.0 and up,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ART_AND_DESIGN,4.5,176,10.0,"100,000+",Free,0.0,Everyone,['Art & Design'],"April 2, 2018",1.0,4.0 and up,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ART_AND_DESIGN,4.4,295221,-1.0,"10,000,000+",Free,0.0,Everyone,['Art & Design'],"July 30, 2018",Varies with device,Varies with device,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ART_AND_DESIGN,3.8,2206,1.2,"100,000+",Free,0.0,Everyone,"['Art & Design', 'Creativity']","April 15, 2018",1.46,4.0 and up,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ART_AND_DESIGN,4.2,26,12.0,"10,000+",Free,0.0,Everyone,['Art & Design'],"January 3, 2018",1.0.0,4.0 and up,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ART_AND_DESIGN,4.7,174531,24.0,"10,000,000+",Free,0.0,Everyone,['Art & Design'],"July 31, 2018",1.6.1,4.0 and up,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ART_AND_DESIGN,4.6,1070,26.0,"100,000+",Free,0.0,Everyone,['Art & Design'],"November 14, 2017",1.6,4.0 and up,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
ART_AND_DESIGN,4.2,85,8.0,"100,000+",Free,0.0,Everyone,['Art & Design'],"December 17, 2017",2.0.0,4.0 and up,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
ART_AND_DESIGN,4.3,845,7.9,"100,000+",Free,0.0,Everyone,['Art & Design'],"May 28, 2018",1.0,2.0 and up,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
AUTO_AND_VEHICLES,4.2,367,25.0,"100,000+",Free,0.0,Everyone,['Auto & Vehicles'],"May 10, 2018",1.0,4.0 and up,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
AUTO_AND_VEHICLES,4.0,1598,56.0,"1,000,000+",Free,0.0,Everyone,['Auto & Vehicles'],"July 26, 2018",11.0,4.0 and up,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
AUTO_AND_VEHICLES,3.8,284,57.0,"100,000+",Free,0.0,Everyone,['Auto & Vehicles'],"July 26, 2018",3.0,4.0 and up,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
AUTO_AND_VEHICLES,4.6,17057,-1.0,"1,000,000+",Free,0.0,Everyone,['Auto & Vehicles'],"July 30, 2018",Varies with device,Varies with device,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
AUTO_AND_VEHICLES,3.9,129,35.0,"100,000+",Free,0.0,Everyone,['Auto & Vehicles'],"July 26, 2018",3.0,4.0 and up,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
AUTO_AND_VEHICLES,4.3,542,33.0,"100,000+",Free,0.0,Everyone,['Auto & Vehicles'],"July 31, 2018",4.0,4.0 and up,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
AUTO_AND_VEHICLES,4.9,10479,33.0,"100,000+",Free,0.0,Everyone,['Auto & Vehicles'],"July 18, 2018",1.7.1,4.0 and up,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
AUTO_AND_VEHICLES,4.4,805,5.6,"50,000+",Free,0.0,Everyone,['Auto & Vehicles'],"July 29, 2018",2.5.1,4.0 and up,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
AUTO_AND_VEHICLES,4.2,129,54.0,"100,000+",Free,0.0,Everyone,['Auto & Vehicles'],"July 26, 2018",3.0,4.0 and up,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
AUTO_AND_VEHICLES,4.0,1403,201.0,"100,000+",Free,0.0,Everyone,['Auto & Vehicles'],"August 26, 2014",1.0.1,2.0 and up,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
AUTO_AND_VEHICLES,3.9,3971,3.6,"100,000+",Free,0.0,Everyone,['Auto & Vehicles'],"July 30, 2018",2.493,4.0 and up,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
AUTO_AND_VEHICLES,4.6,534,5.7,"10,000+",Free,0.0,Everyone,['Auto & Vehicles'],"July 8, 2018",1.9.1,4.0 and up,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
AUTO_AND_VEHICLES,4.9,7774,17.0,"100,000+",Free,0.0,Everyone,['Auto & Vehicles'],"July 3, 2018",1.7,4.0 and up,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
AUTO_AND_VEHICLES,4.3,38846,8.6,"1,000,000+",Free,0.0,Everyone,['Auto & Vehicles'],"July 28, 2018",2.20 Build 02,4.0 and up,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
AUTO_AND_VEHICLES,4.6,2431,2.4,"100,000+",Free,0.0,Everyone,['Auto & Vehicles'],"June 12, 2018",1.37,4.0 and up,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
AUTO_AND_VEHICLES,4.9,6090,27.0,"100,000+",Free,0.0,Everyone,['Auto & Vehicles'],"July 3, 2018",1.7,4.0 and up,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
AUTO_AND_VEHICLES,3.9,295,2.7,"10,000+",Free,0.0,Everyone,['Auto & Vehicles'],"July 30, 2018",0.2.1,4.0 and up,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
AUTO_AND_VEHICLES,4.0,190,2.5,"50,000+",Free,0.0,Everyone,['Auto & Vehicles'],"October 14, 2016",1.0,2.0 and up,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
AUTO_AND_VEHICLES,4.3,40211,-1.0,"5,000,000+",Free,0.0,Everyone,['Auto & Vehicles'],"July 30, 2018",Varies with device,Varies with device,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
AUTO_AND_VEHICLES,3.9,356,-1.0,"100,000+",Free,0.0,Everyone,['Auto & Vehicles'],"May 25, 2018",Varies with device,Varies with device,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
AUTO_AND_VEHICLES,4.2,52530,7.0,"5,000,000+",Free,0.0,Everyone,['Auto & Vehicles'],"July 16, 2018",4.47.3,4.0 and up,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
AUTO_AND_VEHICLES,4.8,116986,35.0,"5,000,000+",Free,0.0,Everyone,['Auto & Vehicles'],"August 2, 2018",1.9.7,4.0 and up,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
AUTO_AND_VEHICLES,3.6,1379,16.0,"500,000+",Free,0.0,Everyone,['Auto & Vehicles'],"August 2, 2018",2.2.21,4.0 and up,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
